material_id,name,phase,category,subcategory,description,specifications,unit,usage_type,usage_ratio,quality_grade,brand,notes,functional_tag,synonyms,room_type,finishing_tier_min
M0662,CPVC (hot water) fitting Ball valve 3/4 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 3/4 in,pcs,per_sqft,0.003,standard,,,plumbing,CPVC; fitting; valve,general,economy
M0663,CPVC (hot water) pipe 1 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1 in,ft,per_sqft,0.02,standard,,,plumbing,CPVC; pipe,general,economy
M0664,CPVC (hot water) fitting Elbow 90° 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; elbow,general,economy
M0665,CPVC (hot water) fitting Tee 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; tee,general,economy
M0666,CPVC (hot water) fitting Socket 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; socket,general,economy
M0667,CPVC (hot water) fitting Reducer 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; reducer,general,economy
M0668,CPVC (hot water) fitting Union 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; union,general,economy
M0669,CPVC (hot water) fitting End cap 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; cap,general,economy
M0670,CPVC (hot water) fitting Ball valve 1 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1 in,pcs,per_sqft,0.003,standard,,,plumbing,CPVC; fitting; valve,general,economy
M0671,CPVC (hot water) pipe 1.25 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1.25 in,ft,per_sqft,0.02,standard,,,plumbing,CPVC; pipe,general,economy
M0672,CPVC (hot water) fitting Elbow 90° 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; elbow,general,economy
M0673,CPVC (hot water) fitting Tee 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; tee,general,economy
M0674,CPVC (hot water) fitting Socket 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; socket,general,economy
M0675,CPVC (hot water) fitting Reducer 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; reducer,general,economy
M0676,CPVC (hot water) fitting Union 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; union,general,economy
M0677,CPVC (hot water) fitting End cap 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.25 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; cap,general,economy
M0678,CPVC (hot water) fitting Ball valve 1.25 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.25 in,pcs,per_sqft,0.003,standard,,,plumbing,CPVC; fitting; valve,general,economy
M0679,CPVC (hot water) pipe 1.5 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 1.5 in,ft,per_sqft,0.02,standard,,,plumbing,CPVC; pipe,general,economy
M0680,CPVC (hot water) fitting Elbow 90° 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; elbow,general,economy
M0681,CPVC (hot water) fitting Tee 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; tee,general,economy
M0682,CPVC (hot water) fitting Socket 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; socket,general,economy
M0683,CPVC (hot water) fitting Reducer 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; reducer,general,economy
M0684,CPVC (hot water) fitting Union 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; union,general,economy
M0685,CPVC (hot water) fitting End cap 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.5 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; cap,general,economy
M0686,CPVC (hot water) fitting Ball valve 1.5 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 1.5 in,pcs,per_sqft,0.003,standard,,,plumbing,CPVC; fitting; valve,general,economy
M0687,CPVC (hot water) pipe 2 in,Plumbing (Rough + Final),Plumbing,PVC/CPVC,Water supply line pipe commonly used in Pakistan (alternative to PPRC).,Schedule/PN as per local; 2 in,ft,per_sqft,0.02,standard,,,plumbing,CPVC; pipe,general,economy
M0688,CPVC (hot water) fitting Elbow 90° 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; elbow,general,economy
M0689,CPVC (hot water) fitting Tee 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; tee,general,economy
M0690,CPVC (hot water) fitting Socket 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; socket,general,economy
M0691,CPVC (hot water) fitting Reducer 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; reducer,general,economy
M0692,CPVC (hot water) fitting Union 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; union,general,economy
M0693,CPVC (hot water) fitting End cap 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 2 in,pcs,per_sqft,0.02,standard,,,plumbing,CPVC; fitting; cap,general,economy
M0694,CPVC (hot water) fitting Ball valve 2 in,Plumbing (Rough + Final),Plumbing,Fittings,PVC/CPVC fitting used for water supply joints and direction changes.,CPVC; 2 in,pcs,per_sqft,0.003,standard,,,plumbing,CPVC; fitting; valve,general,economy
M0695,GI fitting Elbow 1/2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1/2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0696,GI fitting Tee 1/2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1/2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0697,GI fitting Socket 1/2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1/2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0698,GI fitting Nipple 1/2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1/2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0699,GI fitting Union 1/2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1/2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0700,GI fitting Reducer 1/2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1/2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0701,GI Ball valve 1/2 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Ball valve; 1/2 in,pcs,per_marla,0.12,standard,,,plumbing,valve; gi,general,economy
M0702,GI Gate valve 1/2 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Gate valve; 1/2 in,pcs,per_marla,0.12,standard,,,plumbing,valve; gi,general,economy
M0703,GI Check valve 1/2 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Check valve; 1/2 in,pcs,per_marla,0.12,standard,,,plumbing,valve; gi,general,economy
M0704,GI fitting Elbow 3/4 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 3/4 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0705,GI fitting Tee 3/4 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 3/4 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0706,GI fitting Socket 3/4 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 3/4 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0707,GI fitting Nipple 3/4 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 3/4 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0708,GI fitting Union 3/4 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 3/4 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0709,GI fitting Reducer 3/4 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 3/4 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0710,GI Ball valve 3/4 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Ball valve; 3/4 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0711,GI Gate valve 3/4 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Gate valve; 3/4 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0712,GI Check valve 3/4 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Check valve; 3/4 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0713,GI fitting Elbow 1 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0714,GI fitting Tee 1 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0715,GI fitting Socket 1 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0716,GI fitting Nipple 1 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0717,GI fitting Union 1 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0718,GI fitting Reducer 1 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0719,GI Ball valve 1 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Ball valve; 1 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0720,GI Gate valve 1 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Gate valve; 1 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0721,GI Check valve 1 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Check valve; 1 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0722,GI fitting Elbow 1.25 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.25 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0723,GI fitting Tee 1.25 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.25 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0724,GI fitting Socket 1.25 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.25 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0725,GI fitting Nipple 1.25 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.25 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0726,GI fitting Union 1.25 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.25 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0727,GI fitting Reducer 1.25 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.25 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0728,GI Ball valve 1.25 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Ball valve; 1.25 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0729,GI Gate valve 1.25 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Gate valve; 1.25 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0730,GI Check valve 1.25 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Check valve; 1.25 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0731,GI fitting Elbow 1.5 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.5 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0732,GI fitting Tee 1.5 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.5 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0733,GI fitting Socket 1.5 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.5 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0734,GI fitting Nipple 1.5 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.5 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0735,GI fitting Union 1.5 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.5 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0736,GI fitting Reducer 1.5 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 1.5 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0737,GI Ball valve 1.5 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Ball valve; 1.5 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0738,GI Gate valve 1.5 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Gate valve; 1.5 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0739,GI Check valve 1.5 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Check valve; 1.5 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0740,GI fitting Elbow 2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0741,GI fitting Tee 2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0742,GI fitting Socket 2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0743,GI fitting Nipple 2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0744,GI fitting Union 2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0745,GI fitting Reducer 2 in,Plumbing (Rough + Final),Plumbing,GI fittings,Galvanized iron fitting (threaded) used for water lines and connections.,GI threaded; 2 in,pcs,per_sqft,0.008,standard,,,plumbing,gi; fitting; threaded,general,economy
M0746,GI Ball valve 2 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Ball valve; 2 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0747,GI Gate valve 2 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Gate valve; 2 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0748,GI Check valve 2 in,Plumbing (Rough + Final),Plumbing,Valves,Valve for GI water lines.,GI; Check valve; 2 in,pcs,per_marla,0.06,standard,,,plumbing,valve; gi,general,economy
M0749,PVC conduit heavy gauge 16mm,Electrical (Rough + Final),Electrical,Conduit,PVC conduit for concealed wiring.,Heavy gauge; 16mm,ft,per_sqft,0.15,standard,,,electrical,conduit; pvc,general,economy
M0750,Conduit accessory bend (16mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,16mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0751,Conduit accessory tee (16mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,16mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0752,Conduit accessory coupler (16mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,16mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0753,Conduit accessory junction box 4x4 (16mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,16mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0754,Conduit accessory junction box 6x6 (16mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,16mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0755,Conduit accessory inspection box (16mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,16mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0756,PVC conduit heavy gauge 20mm,Electrical (Rough + Final),Electrical,Conduit,PVC conduit for concealed wiring.,Heavy gauge; 20mm,ft,per_sqft,0.55,standard,,,electrical,conduit; pvc,general,economy
M0757,Conduit accessory bend (20mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,20mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0758,Conduit accessory tee (20mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,20mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0759,Conduit accessory coupler (20mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,20mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0760,Conduit accessory junction box 4x4 (20mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,20mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0761,Conduit accessory junction box 6x6 (20mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,20mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0762,Conduit accessory inspection box (20mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,20mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0763,PVC conduit heavy gauge 25mm,Electrical (Rough + Final),Electrical,Conduit,PVC conduit for concealed wiring.,Heavy gauge; 25mm,ft,per_sqft,0.12,standard,,,electrical,conduit; pvc,general,economy
M0764,Conduit accessory bend (25mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,25mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0765,Conduit accessory tee (25mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,25mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0766,Conduit accessory coupler (25mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,25mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0767,Conduit accessory junction box 4x4 (25mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,25mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0768,Conduit accessory junction box 6x6 (25mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,25mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0769,Conduit accessory inspection box (25mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,25mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0770,PVC conduit heavy gauge 32mm,Electrical (Rough + Final),Electrical,Conduit,PVC conduit for concealed wiring.,Heavy gauge; 32mm,ft,per_sqft,0.05,standard,,,electrical,conduit; pvc,general,economy
M0771,Conduit accessory bend (32mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,32mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0772,Conduit accessory tee (32mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,32mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0773,Conduit accessory coupler (32mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,32mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0774,Conduit accessory junction box 4x4 (32mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,32mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0775,Conduit accessory junction box 6x6 (32mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,32mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0776,Conduit accessory inspection box (32mm),Electrical (Rough + Final),Electrical,Accessories,Conduit fitting/accessory for routing and junctions.,32mm,pcs,per_sqft,0.06,standard,,,electrical,conduit; accessory,general,economy
M0777,LED downlight 9W,Electrical (Rough + Final),Electrical,Fixtures,Electrical fixture or final accessory commonly installed.,LED downlight 9W,pcs,per_marla,0.35,standard,,,electrical,light; fixture,general,economy
M0778,LED downlight 12W,Electrical (Rough + Final),Electrical,Fixtures,Electrical fixture or final accessory commonly installed.,LED downlight 12W,pcs,per_marla,0.28,standard,,,electrical,light; fixture,general,economy
M0779,LED panel 18W,Electrical (Rough + Final),Electrical,Fixtures,Electrical fixture or final accessory commonly installed.,LED panel 18W,pcs,per_marla,0.18,standard,,,electrical,light; fixture,general,economy
M0780,LED bulb 12W,Electrical (Rough + Final),Electrical,Fixtures,Electrical fixture or final accessory commonly installed.,LED bulb 12W,pcs,per_marla,0.25,standard,,,electrical,light; fixture,general,economy
M0781,Ceiling light (surface) 24W,Electrical (Rough + Final),Electrical,Fixtures,Electrical fixture or final accessory commonly installed.,Ceiling light (surface) 24W,pcs,per_marla,0.12,standard,,,electrical,light; fixture,general,economy
M0782,Exhaust fan 8 inch,Electrical (Rough + Final),Electrical,Fixtures,Electrical fixture or final accessory commonly installed.,Exhaust fan 8 inch,pcs,per_marla,0.06,standard,,,electrical,light; fixture,general,economy
